param_name,candidate_value,seed,stage,psnr,ssim,lpips,hit_violation_center,hit_violation_fused,mapping_wall_seconds,mapping_fps,mapping_time_per_frame_seconds,spnet_inference_time_per_frame_seconds,spnet_inference_frame_count,evaluation_wall_seconds,evaluation_frame_count,evaluation_time_per_frame_seconds,reconstruction_mae_center_m,reconstruction_mae_fused_m,reconstruction_mae_total_m,reconstruction_coverage_center,reconstruction_coverage_fused,reconstruction_coverage_total,final_gaussian_count,spnet_age_protected_total,spnet_age_protected_spnet_completed_total,spnet_age_protected_spnet_completed_max,spnet_remaining_spnet_completed_first,spnet_remaining_spnet_completed_last,spnet_remaining_spnet_completed_min,spnet_mature_opacity_removed_spnet_completed_total,config_path,run_dir
mapping.pruning.spnet_min_prune_age,1,0,coarse_stage1,20.508012072532964,0.6809446141460902,0.36183252730610505,0.0060978966347759,0.0010596024967724305,119.28297151700826,5.558211633799418,0.17991398418854943,0.0745949419398323,132,79.82878677798726,663,0.12040540992154941,0.16832404242727125,0.18803163821964722,0.18355341754136012,0.9999275579990399,0.9999250803528063,0.9999256433552146,498600,0,0,0,0,62390,0,114631,/home/haibo/Documents/Thesis/07_临时文件/标定试验/worktrees/calib-spnet-min-prune-age/experiments/spnet-min-prune-age/configs/age_1.yaml,/home/haibo/Documents/Thesis/07_临时文件/标定试验/worktrees/calib-spnet-min-prune-age/experiments/spnet-min-prune-age/runs/age_1/seed0
mapping.pruning.spnet_min_prune_age,5,0,coarse_stage1,20.51065972991299,0.681309025841421,0.36129335144346475,0.006148579977174255,0.0010315196016596492,119.45174638199387,5.550358367133429,0.1801685465791763,0.07427862162810263,132,80.83083153799817,663,0.12191678965007265,0.16948780610161018,0.18918336391374277,0.18470787617884885,0.9999278837274614,0.9999244482003241,0.9999252288646603,504319,822844,822844,14930,0,70726,0,101802,/home/haibo/Documents/Thesis/07_临时文件/标定试验/worktrees/calib-spnet-min-prune-age/experiments/spnet-min-prune-age/configs/age_5.yaml,/home/haibo/Documents/Thesis/07_临时文件/标定试验/worktrees/calib-spnet-min-prune-age/experiments/spnet-min-prune-age/runs/age_5/seed0
mapping.pruning.spnet_min_prune_age,15,0,coarse_stage1,20.53414281928521,0.6818559245735991,0.36100933403001473,0.006162586299302335,0.0010331095609327468,121.11560153000755,5.474108963870648,0.18267813202112754,0.0742949020986447,132,80.98300451999239,663,0.1221463114932012,0.17209233938516366,0.1918413682761962,0.18735373518943257,0.9999314015944145,0.9999293330149583,0.9999298030639912,516515,2665493,2665493,41764,0,85648,0,85254,/home/haibo/Documents/Thesis/07_临时文件/标定试验/worktrees/calib-spnet-min-prune-age/experiments/spnet-min-prune-age/configs/age_15.yaml,/home/haibo/Documents/Thesis/07_临时文件/标定试验/worktrees/calib-spnet-min-prune-age/experiments/spnet-min-prune-age/runs/age_15/seed0
mapping.pruning.spnet_min_prune_age,30,0,coarse_stage1,20.536639740024757,0.6820566022647812,0.3603929740406269,0.006079460406114287,0.0009939735754515653,120.92661050800234,5.482664214392463,0.18239307768929464,0.07429085104531348,132,83.74472267499999,663,0.12631179890648567,0.17268749176223414,0.19249124947393795,0.18799117761341405,0.9999283397472517,0.9999257699736958,0.9999263539104505,532569,4984242,4984242,77138,0,103627,0,66362,/home/haibo/Documents/Thesis/07_临时文件/标定试验/worktrees/calib-spnet-min-prune-age/experiments/spnet-min-prune-age/configs/age_30.yaml,/home/haibo/Documents/Thesis/07_临时文件/标定试验/worktrees/calib-spnet-min-prune-age/experiments/spnet-min-prune-age/runs/age_30/seed0
mapping.pruning.spnet_min_prune_age,30,0,stage1_mapping,20.536639740024757,0.6820566022647812,0.3603929740406269,0.006079460406114287,0.0009939735754515653,120.92661050800234,5.482664214392463,0.18239307768929464,0.07429085104531348,132,78.71366078300025,663,0.11872347026093552,0.17268749176223414,0.19249124947393795,0.18799117761341405,0.9999283397472517,0.9999257699736958,0.9999263539104505,532569,4984242,4984242,77138,0,103627,0,66362,/home/haibo/Documents/Thesis/07_临时文件/标定试验/worktrees/calib-spnet-min-prune-age/experiments/spnet-min-prune-age/configs/age_30.yaml,/home/haibo/Documents/Thesis/07_临时文件/标定试验/worktrees/calib-spnet-min-prune-age/experiments/spnet-min-prune-age/runs/age_30/seed0
mapping.pruning.spnet_min_prune_age,30,0,stage2_refinement,20.901097793924322,0.6999667588941652,0.3394979052863689,0.005701420000024755,0.0009084605851490716,120.92661050800234,5.482664214392463,0.18239307768929464,0.07429085104531348,132,78.77064365900014,663,0.11880941728355979,0.16928095083531183,0.18927970716126866,0.18473532444899754,0.9999325090710479,0.9999298693867613,0.9999304692095248,532569,4984242,4984242,77138,0,103627,0,66362,/home/haibo/Documents/Thesis/07_临时文件/标定试验/worktrees/calib-spnet-min-prune-age/experiments/spnet-min-prune-age/configs/age_30.yaml,/home/haibo/Documents/Thesis/07_临时文件/标定试验/worktrees/calib-spnet-min-prune-age/experiments/spnet-min-prune-age/runs/age_30/seed0
mapping.pruning.spnet_min_prune_age,30,1,stage1_mapping,20.575579167131565,0.6850821506653436,0.3592632235804654,0.006054770191758276,0.0009829587973548058,120.07117127400033,5.521725098250649,0.18110282243438963,0.07412377828027136,132,78.54176093099977,663,0.118464194466063,0.17413647074211525,0.19403344117120944,0.18951219058366778,0.9999305547005185,0.9999285667695256,0.9999290184925849,528941,4975422,4975422,77339,0,103264,0,66483,/home/haibo/Documents/Thesis/07_临时文件/标定试验/worktrees/calib-spnet-min-prune-age/experiments/spnet-min-prune-age/configs/seed1/age_30.yaml,/home/haibo/Documents/Thesis/07_临时文件/标定试验/worktrees/calib-spnet-min-prune-age/experiments/spnet-min-prune-age/runs/age_30/seed1
mapping.pruning.spnet_min_prune_age,30,1,stage2_refinement,20.928209750720637,0.7011605672886648,0.33896079093083,0.0057992688178683666,0.0008854732221645303,120.07117127400033,5.521725098250649,0.18110282243438963,0.07412377828027136,132,78.59960844799934,663,0.1185514456229251,0.1720274094597881,0.19206023296300564,0.18750811409346663,0.99993374683905,0.9999321106546524,0.9999324824493597,528941,4975422,4975422,77339,0,103264,0,66483,/home/haibo/Documents/Thesis/07_临时文件/标定试验/worktrees/calib-spnet-min-prune-age/experiments/spnet-min-prune-age/configs/seed1/age_30.yaml,/home/haibo/Documents/Thesis/07_临时文件/标定试验/worktrees/calib-spnet-min-prune-age/experiments/spnet-min-prune-age/runs/age_30/seed1
mapping.pruning.spnet_min_prune_age,30,2,stage1_mapping,20.55136506266184,0.6828946328720535,0.3586730892302224,0.006690787507741751,0.0010344504904401784,120.02547074799986,5.523827533174232,0.18103389253091987,0.07433419212873449,132,79.33570867599974,663,0.11966170237707352,0.16866926453174083,0.1882183158959748,0.18377612031574908,0.9999328999451539,0.9999299651674405,0.9999306320450997,531083,4943096,4943096,77216,0,103114,0,65856,/home/haibo/Documents/Thesis/07_临时文件/标定试验/worktrees/calib-spnet-min-prune-age/experiments/spnet-min-prune-age/configs/seed2/age_30.yaml,/home/haibo/Documents/Thesis/07_临时文件/标定试验/worktrees/calib-spnet-min-prune-age/experiments/spnet-min-prune-age/runs/age_30/seed2
mapping.pruning.spnet_min_prune_age,30,2,stage2_refinement,20.9136228791549,0.7003354254441384,0.33888695075501146,0.00613991560116014,0.0009307583272440766,120.02547074799986,5.523827533174232,0.18103389253091987,0.07433419212873449,132,79.38955993400032,663,0.1197429259939673,0.16598916720127124,0.18573875055407718,0.18125098902965434,0.9999360269380011,0.9999335090525672,0.9999340811986404,531083,4943096,4943096,77216,0,103114,0,65856,/home/haibo/Documents/Thesis/07_临时文件/标定试验/worktrees/calib-spnet-min-prune-age/experiments/spnet-min-prune-age/configs/seed2/age_30.yaml,/home/haibo/Documents/Thesis/07_临时文件/标定试验/worktrees/calib-spnet-min-prune-age/experiments/spnet-min-prune-age/runs/age_30/seed2
mapping.pruning.spnet_min_prune_age,60,0,coarse_stage1,20.545566813438725,0.6823741409303915,0.3606703988252542,0.006053011258281726,0.000988916355594966,121.18269283799998,5.471078290744989,0.18277932554751128,0.0745960976666657,132,80.80518616199993,663,0.12187810884162885,0.17077171522791343,0.1906332750817002,0.1861200693906838,0.9999308804289401,0.9999281644906733,0.9999287816408396,551875,8356065,8356065,124839,0,124575,0,44226,/home/haibo/Documents/Thesis/07_临时文件/标定试验/worktrees/calib-spnet-min-prune-age/experiments/spnet-min-prune-age/configs/age_60.yaml,/home/haibo/Documents/Thesis/07_临时文件/标定试验/worktrees/calib-spnet-min-prune-age/experiments/spnet-min-prune-age/runs/age_60/seed0
mapping.pruning.spnet_min_prune_age,60,0,stage1_mapping,20.545566813438725,0.6823741409303915,0.3606703988252542,0.006053011258281726,0.000988916355594966,121.18269283799998,5.471078290744989,0.18277932554751128,0.0745960976666657,132,78.94723038699976,663,0.11907576227300115,0.17077171522791343,0.1906332750817002,0.1861200693906838,0.9999308804289401,0.9999281644906733,0.9999287816408396,551875,8356065,8356065,124839,0,124575,0,44226,/home/haibo/Documents/Thesis/07_临时文件/标定试验/worktrees/calib-spnet-min-prune-age/experiments/spnet-min-prune-age/configs/age_60.yaml,/home/haibo/Documents/Thesis/07_临时文件/标定试验/worktrees/calib-spnet-min-prune-age/experiments/spnet-min-prune-age/runs/age_60/seed0
mapping.pruning.spnet_min_prune_age,60,0,stage2_refinement,20.914860086743108,0.7005402429610895,0.3394482478072381,0.0056869576581064585,0.00090711965564164,121.18269283799998,5.471078290744989,0.18277932554751128,0.0745960976666657,132,79.00180919400009,663,0.11915808324886891,0.16731931305023398,0.1873283132494259,0.18278160401798077,0.9999342680045245,0.9999315168144419,0.9999321419749758,551875,8356065,8356065,124839,0,124575,0,44226,/home/haibo/Documents/Thesis/07_临时文件/标定试验/worktrees/calib-spnet-min-prune-age/experiments/spnet-min-prune-age/configs/age_60.yaml,/home/haibo/Documents/Thesis/07_临时文件/标定试验/worktrees/calib-spnet-min-prune-age/experiments/spnet-min-prune-age/runs/age_60/seed0
mapping.pruning.spnet_min_prune_age,60,1,stage1_mapping,20.58674653371175,0.6851882241430326,0.3589625648288885,0.005892427146441179,0.0009783230124862567,121.75356189000013,5.445425905477789,0.18364036484162916,0.07429766514389319,132,78.0360908599996,663,0.11770149450980333,0.17259304167776388,0.19254621295888102,0.18801219381713027,0.9999334211106283,0.999931823312615,0.9999321863846781,547879,8346699,8346699,124744,0,123978,0,44464,/home/haibo/Documents/Thesis/07_临时文件/标定试验/worktrees/calib-spnet-min-prune-age/experiments/spnet-min-prune-age/configs/seed1/age_60.yaml,/home/haibo/Documents/Thesis/07_临时文件/标定试验/worktrees/calib-spnet-min-prune-age/experiments/spnet-min-prune-age/runs/age_60/seed1
